temple_url,temple_details
https://www.bharattemples.com/amanalingeswarar-temple-thirumoorthy-hills-udumalaipettai-tirupur/,"Amanalingeswarar Temple, Thirumoorthy Hills, Udumalaipettai, Tirupur
The temple is open from 6.30 a.m. to 6.30 p.m continuously.
Four pujas are performed on Mahasivarathri day in February-March. The devotee crowd is usually huge on Aadi new moon day (Aadi Amavasya in July August), Thai new moon day – Thai Amavasya – in January – February, Mahalaya Amavasya – new moon day in Purattasi in September – October. Special pujas on Sundays at 12.30 p.m. and special pujas in Aavani Sundays in August-September and annual abishek days in August are the festive days in the temple.
It is believed that those waiting for a child should bathe in the holy spring, worship the Saptha Kannikas for the purpose. Those having rashes or scars in the face (called Maru in Tamil) are advised to bathe in Thoni River and put salt and pepper in the river. Women seeking child boon are advised to sit on a stone called Varadikal with a coconut and fruits and should pray with a determined mind.
During the prayer, if they unknowingly touch the coconut and the fruits, they are sure to achieve the boon. Also unmarried youth seeking higher education, jobs, and peace of mind pray here with fruits and coconut to the Lords. The temple is famous for the sandal paste worship. It is believed that if the devotees throw the sandal balls on the Lord, and if that ball sticks on the forehead of the Lord, their prayers would be fulfilled.
According to Hindu mythology, Atri Maharishi along with his wife Anusuya Devi lived here. Sage Narada was moved by the Anusuya’s Devotion to husband and he praised her a lot before the wives of Brahma-Vishnu-Shiva which made them envious of her. They requested their husbands to reduce her devotion to husband. Brahma, Vishnu and Shiva went to Anusuya as guests when Atri Maharishi was not there at home. They asked her to serve them food.
When she agreed to do so, they said that they will accept her alms on the condition that she serves them without wearing clothes. Anusuya falls into a quandary. If she comes without clothes in front of other men her devotion to husband will be reduced. If she refuses then that will be a disgrace to the guests and they can take away all the power of Atri. Anusuya felt that the three guests who asked such a strange favour are not common people since they are trying to place her in a fiddly situation.
Anusuya prayed to her husband in her mind and said that she doesn’t have any fear serving them without clothes as she is not affected by desire. When she heard the guests asking for alms saying Oh Mother! Give us some food where they called her a mother, she decided to consider them as her children and serve them as requested. Because of her greatness and as per her thoughts by the time she came to serve food the three gods became small children and her breasts started producing milk. She then breastfed them and put them to sleep in a cradle.
Atri came back afterwards and hearing the story from Anusuya praised the three gods sleeping in the cradle. They woke up in their original form and praised Anusuya’s devotion to husband and gave her a boon. Anusuya requested that these three should be born as her children—the incarnation of Shiva, Vishnu and Brahma as sage Durvasa, Dattatreya and the moon-god Chandra. The Thiru Moorthi’s blessed the couple and hence the place is known as Thiru Moorthi hills.
Of the many places sacredly attached to Lord, Tirumuthi hills occupy a significant place, because, it is believed that Lord graces here invisibly as a child.  He imparts all boons the devotee asks for.  Tirumurthimalai is also the place indicated by Lord Shiva to Sage Agasthya to have his Kailash wedding darshan.  The place is also revered as Panchalinga Sthala, hence praised as Kailash of South.
It is situated 50 Kms from Pollachi and 23 kms from Udumalpet on the highway from Palani to Coimbatore. Panchalingas are at a height of 900 meters from the foot hill. Bus facilities are conveniently available from Udumalpet and Dharapuram via Dhali. Nearest Railway Station is located at Udumalpet and Nearest Airport is located at Coimbatore.
Sri Amanalingeswarar Temple,
Dhali, Tirumurthimalai,
Udumalpet, Coimbatore district
Phone: +91-4252 – 265 440

"
https://www.bharattemples.com/aadhikesava-perumal-temple-illalur-thiruporur-kanchipuram/,"Aadhikesava Perumal Temple, Illalur, Thiruporur, Kanchipuram
Official Address

"
https://www.bharattemples.com/swayambeeswarar-temple-illalur-thiruporur-kanchipuram/,"Swayambeeswarar Temple, Illalur, Thiruporur, Kanchipuram
Official Address

"
https://www.bharattemples.com/aadhi-kesava-perumal-temple-kadukkaloor-kanchipuram/,"Aadhi Kesava Perumal Temple, Kadukkaloor, Kanchipuram
There are two ways to reach Kadukkaloor. While coming from Chennai, this is about 10 kms on the right side (west) of Kadappakkam on the ECR, after Midway restaurant and ECR-Inn restaurant; before the road to Alamparai fort. This place is well connected as all the buses from Chennai to Pondicherry will make a stop at Kadappakkam. Kadappakkam is located at distance of 70 Kms from Chennai. Autos are available in Kadappakkam to reach this Temple.
There are certain private buses taking old Chennai Pondicherry Route via Madurantakam, Choonambedu, & Marakkanam. Get down at Choonambedu and this place is approximately located at distance of 8 kms from Choonambedu.
Sri Ambujavalli Sametha Sri Aadhikesava Perumal Devasthanam
Kadukkaloor Post, Kanchipuram District,
Tamilnadu – 603401
Phone: 27545768
Mobile: +91 98653 14072 / 98439 01224
Mobile: +91 99430 90385 / 98428 29919

"
https://www.bharattemples.com/agastheeshwarar-temple-kadukkaloor-kanchipuram/,"Agastheeshwarar Temple, Kadukkaloor, Kanchipuram
There are two ways to reach Kadukkaloor. While coming from Chennai, this is about 10 kms on the right side (west) of Kadappakkam on the ECR, after Midway restaurant and ECR-Inn restaurant; before the road to Alamparai fort. This place is well connected as all the buses from Chennai to Pondicherry will make a stop at Kadappakkam. Kadappakkam is located at distance of 70 Kms from Chennai. Autos are available in Kadappakkam to reach this Temple.
There are certain private buses taking old Chennai Pondicherry Route via Madurantakam, Choonambedu, & Marakkanam. Get down at Choonambedu and this place is approximately located at distance of 8 kms from Choonambedu.
Agastheeshwarar Temple,
Kadukkaloor Village,
Kanchipuram District,
Mobile: +91 99437 31155 / 94435 96370 / 99439 11837

"
https://www.bharattemples.com/kanagapureeswarar-temple-mugaiyur-cheyyur-kanchipuram/,"Kanagapureeswarar Temple, Mugaiyur, Cheyyur, Kanchipuram
Official Address

"
https://www.bharattemples.com/uthira-vaidhyalingeswarar-temple-kattur-kanchipuram/,"Uthira Vaidhyalingeswarar Temple, Kattur, Kanchipuram
Official Address

"
https://www.bharattemples.com/chenganmaaleeswarar-temple-chenganmaal-thiruporur-kanchipuram/,"Chenganmaaleeswarar Temple, Chenganmaal, Thiruporur, Kanchipuram 
Temple legend has it that Lord Vishnu worshipped Lord Shiva here offering 1008 lotus flowers. He was praying Lord Shiva with utmost devotion. Lord Shiva made a trick and made one flower vanish from 1008 lotuses. When Lord Vishnu was about to offer the last flower, He was shocked to see that there was no more flowers. Lord Vishnu immediately owed himself as the last flower to complete the Pooja.
This temple is believed to have been built during 12th century. This temple does not have a Rajagopuram. The Lord here is facing east. Goddess Brihannayaki is beautiful and is facing south. This small temple has a beautiful Prakaram on which Lord Ganesha is on the south west corner. Lord Ganesha is seen here as Sri Selva Vinayagar. There is an Urchava Mandapam made of stone pillars adjacent to Sri Selva Vinayagar shrine.
Other deities are Sri Subramanyar, Sri Dhakshinamurthy, Sri Brahma and Sri Durgai. Surya Bhagavan has a small shrine facing west adjacent to the main entrance. There is a tall concrete Mandapam adjacent to Surya Bhagavan shrine for the temple’s bell. An old, tall Dhwajasthambham adds attraction to the Prakaram. There is a big pond outside the temple on its northern side, which serves as Theertham for this temple and is called as ‘Vishnu Theertham’. The Sthala Viruksham here is Vilvam.
Chenganmaal village lies about 40 kms from Chennai on the OMR (Old Mahabalipuram Road), just 2 kms before Thiruporur.
Official Address

"
https://www.bharattemples.com/lakshmi-narasimhaswamy-temple-sevilimedu-kanchipuram/,"Lakshmi Narasimhaswamy Temple, Sevilimedu, Kanchipuram
There is epigraphic evidence to show that Raja Parameswara Pallava performed Samprokshanam for this temple. The age of the temple is said to be around 1200 years old. The temple is situated in 2 acres with 65 feet Rajagopuram. There are separate Sannathis for Perumal, Thayar and Anjaneya Swamy. The Moolavar Narasimhar is 7 ft. height and 5 ft. breadth, the Uthsavar is known as Soundarya Varadhar. Thayar is also 5 ft. height with 3 ft. breadth. The Thayar is called Soundaravalli Thayar.
The Kanchi Varadarajar temple is a famous and well known temple and Pallava kings have taken great care of this temple and this temple had glorious time during their kingdom. However during the Mughal invasion there was a great threat to the temples and Kanchi Varadarajar was taken to this temple at Sevilimedu village in the banks of Palar. There was a beautiful Sri Lakshmi Narasimha temple at this village. Varadaraja Perumal was kept here for one year and his Utsavams were performed here.
The archa-Vigrahas were taken to this temple from original Varadaraja temple through a tunnel which can be even seen today. In order to remind of this incident even today Sri Varada visits this temple during Chitra Pournami day. Another interesting note is that the famous well from which Sri Ramanuja used to offer water to Sri Varada is situated near to this temple. The Well is called Salakkinaru meaning the Well near the road.
There is another interesting place near Sevilimedu. This place is called Nadavavi Kinaru. This is a big well-constructed during Pallava Period. In those days this is used for irrigation purpose. Beneath the water there is a Mandapam. During Chitra Pournami the water will be drained out. There are steps to get in to the Mandapam. On the night of Chitra Pournami, Sevilimedu Sri Lakshmi Narasimha Swamy gives darshan to all astikas in this mandapam. This place is 6 kms away from Sevilimedu.
The temple and the main sanctum face east. The main deity, Sri Lakshmi Narasimha, is in a seated pose with Goddess Lakshmi on his left lap. His upper hands hold the conch and discus, while his lower right hand is in the attitude of reassuring his devotees that he will protect them and his left hand encircles Goddess Lakshmi. The processional deity of this temple is known as Sri Soundarya Varadar.
In front of this main sanctum is a large mandapam with many pillars, datable to the 15th – 16thcentury A.D., of the era of the Vijayanagara kings which are studded with numerous sculptures. To the side of this mandapam is a small sanctum with stone images of Sri Vishvaksena, Ananta, Vaikunthavasa, Poigai Azhwar, Nammazhwar, Ramanuja and Vedanta Desika. Leading from this mandapam is another one hall of a similar type, but much larger and more ornate.
In this pillared hall is a shrine for a large stone image of Garuda in Anjali hasta, facing Sri Lakshmi Narasimha Perumal. In the same mandapam, is another small sanctum for Sri Bhakta Anjaneya facing south. Situated in the vast prakara, to the right of the main sanctum and facing east, is the shrine for Goddess Lakshmi, worshipped in this temple as Sri Soundarya valli Thayar. This temple, which was in a dilapidated condition, has been renovated. Although many parts of the temple have been much modernized, vestiges of the art and architecture of the bygone eras are still seen here, especially the architectural expansion which took place in the Vijayanagara times.
In 2011, the Maha Samprokshanam of this temple took place and in 2008 the Rajagopuram Samprokshanam was conducted. A few festivals are celebrated in this temple which follows the codes of the Vaikhanasa Agama. During every Swati nakshatram, Thirumanjanam takes place for Sri Lakshmi Narasimha. Fridays in the month of Thai are important for Thayar here. In the month of Chittirai, Sri Varadaraja Swami from the famous temple of Kanchipuram visits this temple and goes around the village and then goes to the nearby historic village of Ayyangarkulam where there is a large temple for Sri Anjaneya.
Official Address

"
https://www.bharattemples.com/kameswarar-temple-madavilagam-kanchipuram/,"Kameswarar Temple, Madavilagam, Kanchipuram
Sri Vygrapathar Maharishi, who by a boon sought by him, was equipped with tiger`s legs to enable him to climb vilva trees to pluck vilva leaves, had worshiped the Lord here according to the temple legend.
Presiding Deity is called as Kameswarar and Mother is called as Kokilambal. The 1000 year old temple is fully built with stones. The Lord has a replica which is decorated and taken to the streets during times of festivals. Vygrapathar, the Saivite saints, Bhairavar, Vishnu, Murugan with Valli and Devasena are housed in separate shrines in the temple. The temple is open once a day.
The special feature of the temple is it has four sacred tanks. Two of the tanks are dedicated to God of Death, Yama and Moon, Chandran. The sacred tree is Vilvam as usual with Siva temples. This temple is in a very pathetic condition with bushes all around, bats flying and the Gopura Kalasam itself is not there. The temple urgently needs repair and renovation.
Many festivals like Pradosham, Vaigasi Visagam, Arudra Dharisanam, Karthigai Deepam, and Sivarathri are celebrated in this temple.
It is located at a distance of 12 kms from Cheyyur near Maduranthakam. Bus route is 12A from Mathuranthagam. Share autos are available from Pavunjur via Kalkulam. Other route is via ECR/OMR. From ECR/OMR, go to Kalpakkam from there take Anaikattu route to Kalkulam. Temple is 1 km from Kalkulam.
Kameswarar Temple,
Madavilagam, Cheyyur,
Kanchipuram District
Phone: 044-27500525
Mobile: +91 – 9787734627

"
https://www.bharattemples.com/ellamman-temple-nathanallur-kanchipuram/,"Ellamman Temple, Nathanallur, Kanchipuram
Every year Tamil month Chithirai (சித்திரை) first Amavasya, a famous 10 days great festival called Float Festival (தெப்ப உற்சவ திருவிழா) is celebrated for Ellamman. The first nine days Lord is beautifully decorated with ornament and flowers to ride around the village in the “Bullock Cart” with different avatar in each day to show these avatars to the village pilgrims. The carnival is very grand on the 10th day i.e. on Amavasya. All village people with their relatives from nearby cities & towns gather near the Theppakulam at Ellamman temple.
Lord Sri Devi Ellamman is beautifully decorated with ornament and flowers. And Amman swing on the Oonjal then the lord is transferred to a floating boat to circle around the Theppakulam on wonderful night with colourful crackers. The joyful carnival ends on the next day with stage drama (தெருக்கூத்து). Also there are many other Hindu spiritual activities will happen on the entire day. Do not miss this great carnival.
Nathanallur is a small village in Walajabad taluk, Kanchipuram district, Tamilnadu, India. Tamil Nadu state highway 48 is passing through Nathanallur village. Nathanallur is 5.5 kilometres (3.4 mi) distance from its Walajabad town, 20.9 kilometres (13.0 mi) distance from its district main city Kanchipuram and 67.1 kilometres (41.7 mi) distance from its state main city Chennai.
This Village is located very near to Walajabad Town. There is no specific public transport for Nathanallur. But people will get the public bus on junction (Nathanallur Koot road) at SH 48 where route 79 and 579A buses are available at every 10 minutes interval. Walajabad is the only nearby railway station for local Trains.
Official Address

"
https://www.bharattemples.com/agastheeshwarar-temple-nathanallur-kanchipuram/,"Agastheeshwarar Temple, Nathanallur, Kanchipuram
Original Source: https://tamilnadu-favtourism.blogspot.com/2016/09/agastheeshwarar-temple-nathanallur.html
Agastheeshwarar Temple is an ancient Shiva temple is located in a small, beautiful village Nathanallur.  Nathanallur is at a distance of 6 kms from its main town Walajabad in Kanchipuram district.  The original name of this village was nallur.
The great poet Nathathanar, Composer of Sirupanatrupadai was born in this village and hence the village is named as Nathanallur.  The name of the main deity is lord Agastheeshwarar.  One can see Vinayaka, Ambal, Murugan and Navagraha newly installed (Noodhana Pradistai).
One kala Pooja is performed every day.  The villagers gather periodically and conduct bhajans regularly.  Other festivals like Pradoshams, Shivarathri, Annabishekam and Karthigai deepam are also celebrated here.
At present the villagers are trying to perform Kumbabishekam for this temple. There is a temple tank nearby. The ruined temple was constructed during the period of Sanga Pulavar Nathathanar lived.
Nathanallur is a small village in Walajabad taluk, Kanchipuram district, Tamilnadu, India. Tamil Nadu state highway 48 is passing through Nathanallur village. Nathanallur is 5.5 kilometres (3.4 mi) distance from its Walajabad town, 20.9 kilometres (13.0 mi) distance from its district main city Kanchipuram and 67.1 kilometres (41.7 mi) distance from its state main city Chennai.
This Village is located very near to Walajabad Town. There is no specific public transport for Nathanallur. But people will get the public bus on junction (Nathanallur Koot road) at SH 48 where route 79 and 579A buses are available at every 10 minutes interval. Walajabad is the only nearby railway station for local Trains.
Official Address

"
https://www.bharattemples.com/ona-kantheeswarar-temple-panjupettai-kanchipuram/,"Ona Kantheeswarar Temple, Panjupettai, Kanchipuram
Ona Kantheeswarar Temple (also called Onakanthali) is a Hindu temple dedicated to Shiva, located in the town of Panjupettai, Kanchipuram, Kanchipuram district in Tamilnadu, India. Shiva is worshipped as Ona Kantheeswarar and his consort Parvathi as Kamakshi. Ona Kantheeswarar is revered in the 7th century Tamil Saiva canonical work, the Tevaram, written by Tamil saint poets known as the nayanars and classified as Paadal Petra Sthalam, the 275 temples revered in the canon.
The temple has a small three-tiered Rajagopuram, the entrance tower and all the shrines are located in an elevated structure. The temple has two daily rituals at various times from 5:30 a.m. to 8 p.m., and three yearly festivals on its calendar, namely the Margazhi Thiruvathirai during the Tamil month of Margazhi (December – January) and Aippasi full moon day Aippasi (October – November) being the most prominent. The temple is maintained and administered by the Hindu Religious and Endowment Board of the Government of Tamilnadu.
The temple is located 1 km (0.62 mi) south-west of Ekambareswarar Temple in Kanchipuram in a locality called Panjupettai. Ona Kantheeswarar temple complex has a single prakarams (outer courtyard) covering an area of 80 m2 (860 sq. ft.) and a small three-tiered Rajagopuram (gateway tower) facing East. The central shrine faces east and holds the two image of Ona Kantheeswarar (Shiva) in the form of lingam made of granite and is believed to be a swayambumurthy (self-manifested). There are two other shrines of Shiva namely Salantheeswarar and Jalandeeswarar.
As in other temples in Kanchipuram, there is no separate shrine of Parvathi as it is believed that Kamakshi of Kanchipuram is the common Parvathi shrine for all Shiva temples. There is a separate shrine for Vinayagar called Vaiyurunthi Pillayar. The granite images of Nandi (the bull and vehicle of Shiva), a tall flag staff and a Balipeeta, the place of offering, axial to the sanctum.
As in other Shiva temples of Tamil Nadu, the first precinct or the walls around the sanctum of Ona Kantheeswarar have images of Dakshinamurthy (Shiva as the Teacher), Durga (warrior-goddess) and Chandikeswarar (a saint and devotee of Shiva). The temple precinct is surrounded by granite walls. There is a Vinayagar deity at the Thiruvonakandan mandapam at the entrance and if you put your ear, you will get a kind of omkhara sound. Theertham is Onakandhan Teertham.
The temple is open from 7.00 a.m. to 7.00 p.m. continuously.
Devotees believe that chanting a song of Saint Sundarar would bring them prosperity. Performing special abisheks to Lord and Mother, devotees contribute what they can for the maintenance of the temple.
As per Hindu legend, the temple was believed to have been built by two asuras (demons) named Onan and Kanthan. The asuras got a lingam (an iconic representation of Shiva) from a forest in the region and became ardent devotees. On account of their devotion, they got all the desired boons. There was a third Asura, Jalandeeswaran, who joined the two, and became an ardent devotee of Shiva. The three shrines in the temple, each dedicated to Onakantheeswarar, Salantheeswarar and Jalandeeswarar are believed to be the respective shrines built by the demons.
Sundarar, a 7th-century Tamil Saivite poet, venerated Ona Kantheeswarar in one verse in Tevaram, compiled as the Seventh Thirumurai. As the temple is revered in Tevaram, it is classified as Paadal Petra Sthalam, one of the 275 temples that find mention in the Saiva canon. It is believed that he got back one of his eyes which he lost on account of not keeping his word in the Ekambaranathar Temple. To test his devotion, Shiva moved toward a tamarind tree and Sundarar followed his footsteps and sung praises of Shiva. His devotion was admired and Shiva turned the tamarind leaves to golden leaves and poured on him from the skies.
The Temple is located at about a km to the West of the Ekambareswarar temple near the Sarvatheertham in a corner of the road that leads to Arakkonam, just opposite to the Panjupettai Electricity Board sub-station. Nearest Railway Station is located at Kanchipuram and Nearest Airport is located at Chennai.
Sri Ona Kantheeswarar Temple,
Ona Kandhan Dhali, Panchupettai,
Kancheepuram-631 502
Phone: +91-98944 43108.

"
https://www.bharattemples.com/panangateeswarar-temple-thirupankottore-kanchipuram/,"Panangateeswarar Temple, Thirupankottore, Kanchipuram
When Sundarar visited this place Shiva appeared before him in the form of an old man and offered food. Sundarar laughed at him and said when there is no water what is the use of food. The old man scratched the land under his leg and water started flowing. The old man disappeared and Sundarar was surprised and sighted out the temple and visited it. He sang hymns on Siva of this place.
There are two deities one worshipped by Sage Agasthiar and the other by Saint Pulasthiar known as Thalapureeswarar and Krupadeeswarar with Ambal Krupagambikai. The temple is constructed in Gajabrushta form (elephant back).
Theertham is Jada Gangai and Sundara Theertham. People say that the level at Sundara theertham is just 3 feet even today. Sthala vruksha is Panai tree.
It is located at a distance of about 10 Kms from Kanchipuram. Nearest Railway Station is located at Kanchipuram and Nearest Airport is located at Chennai.
Official Address

"
https://www.bharattemples.com/punya-koteeswarar-temple-kanchipuram/,"Punya Koteeswarar Temple, Kanchipuram
Official Address

"
https://www.bharattemples.com/rameswarar-linga-sarva-theertham-kanchipuram/,"Rameswarar Linga, Sarva Theertham, Kanchipuram
Official Address

"
https://www.bharattemples.com/anniyur-abathsahayeswarar-temple-nagapattinam/,"Anniyur Abathsahayeswarar Temple, Nagapattinam
Anniyur Abathsahayeswarar Temple is a Hindu temple located at Ponnur in Nagapattinam district of Tamil Nadu, India. The historical name of the place is Tiru Anniyur. The presiding deity is Shiva. He is called as Abathsahayeswarar. His consort is known as Perianayaki. It is one of the shrines of the 275 Paadal Petra Sthalams – Shiva Sthalams glorified in the early medieval Tevaram poems by Tamil Saivite Nayanars Sambandar and Tirunavukkarasar.
This Shivastalam is located at a distance of 4 km from Mayiladuthurai. Tiruneedur, another Shivastalam is located nearby. There is a temple to Kariyamanicka Perumal in the vicinity of this temple. Kurukkai Veerattam, where Shiva is said to have consumed Manmathan, is also located close by. The sun’s rays illuminate the sanctum for 5 days from the 24th day of the month of Pisces (Panguni) & hence this shrine is referred to as a Bhaskara Stalam. Three worship services are offered each day here.
Demon Taraka was harassing the Devas with the boon he obtained from Brahmma. Devas fell at the feet of Lord Shiva for protection. As Lord Shiva was in deep meditation, they could not wake him up. So they engaged cupid-Manmatha the authority to trigger passion in the mind of anyone to shoot the arrow of flowers on Lord. Opening his forehead eye in fury, Lord Shiva reduced Manmatha to ashes.
His wife Rathi begged the Lord for her husband. Lord said that she would get him back at an appropriate time. Rathi performed penance on Lord. Manmatha was restored to life and they both jointly worshipped Lord Shiva in this temple. Granting darshan to them Lord came in here as a Swayambulinga.
Shiva is said to have appeared before Agni under the lemon tree which is the stala Vriksham here & hence the name Vikucharanyeswarar. The Pandavas are also believed to have visited this shrine. Shiva is also said to have blessed Harichandra here & hence the name Aabatsakayeswarar.
Lord Shiva is a Swayambumurthy in the temple. Lord is also praised as Agnipureeswarar. The rays of Sun fall on the Lord for five days in the month of Panguni-March-April. Varuna the God of Rain and King Harichandra had worshipped Lord Shiva in this temple. Planets Sun, Sani Bhagwan and Lord Bhairava are side by side in a shrine. Though Sani Bhagwan, son of Sun is generally considered a malefic planet, he is all good to devotees in the temple.  Those facing adverse Sani aspects pray here for relief.
Lord Muruga with his consorts graces majestically in a different form wearing Kuzhai a circle shape design ear rings. Sun’s rays fall directly on the Shivalingam for 5 days from the 24th day to 28th day of the Tamil month Panguni. It is believed that Lord Shiva is in the form of Agni in the temple, hence also the name Agnipureeswarar. Those performing rituals for the ancestors pray to Lord Shiva here for Atma Shanti. The event of Rathi the wife of Manmatha worshipping Lord is observed in Karthikai month (November-December) with special pujas.
Lord Muruga with his consorts graces majestically in a different form wearing Kuzhai a circle shape design ear rings. Sun’s rays fall directly on the Shivalingam for 5 days from the 24th day to 28th day of the Tamil month Panguni. It is believed that Lord Shiva is in the form of Agni in the temple, hence also the name Agnipureeswarar. Those performing rituals for the ancestors pray to Lord Shiva here for Atma Shanti. The event of Rathi the wife of Manmatha worshipping Lord is observed in Karthikai month (November-December) with special pujas.
Mother Perianayaki is all merciful to devotees from her shrine. On Aadi Pooram in July-August and Aavani Moola star day, virgins facing delay in marriage, tie bangles to Mother and pray for early auspicious marriage. There are two Dakshinamurthis side by side. Lord Medha Dakshinamurthy has his shrine. Nandhi is at his feet. People pray for wisdom and excellence in education. Parents admitting their children in schools, perform special pujas to both Dakshinamurthis seeking blessings for good education.
The temple is open from 7.00 a.m. to 10.00 a.m. and from 5.30 p.m. to 7.00 p.m.
Maha Shivrathri in February-March; Vaikasi Visakam in May-June and Tirukarthikai in November-December are the festivals celebrated in the temple.
Women pray here for longevity of their Sumangali status and from any grievances they may have. For Hindu women, the wealth they aspire for is the wearing of the Mangalsutra the wedding knot, the kumkum tilak, ear rings, bangles and the Metti in their toes till the end of their life.
Widowhood is a curse they would not like to incur and endure. They pray to Lord for this prosperity. This is their Sumangali status. For Hindu women, all other wealth is purely secondary. Devotees perform special abishek and pujas to Lord and Mother offering vastras and curd rice nivedhana.
This Temple is located at a distance of 5 Kms from Mayiladuthurai in the north-west direction. Town bus facilities are available from Mayiladuthurai. Buses are available only at specific hours. The temple is very near the bus stop. Nearest Railway Station is located at Mayiladuthurai and Nearest Airport is located at Trichy.
Another Paadal Petra Sthalam Needur is located nearby in the east direction. One can reach Tiru Anniyur from Needur also. Tirukkurukkai Veerattam, another Paadal Petra Shivasthalam is also located close by in the north direction from Tiru Anniyur.
Sri Abathsahayeswarar Temple,
Ponnur, Pandur Post – 609 203,
Via Needur, Mayiladuthurai Taluk,
Nagapattinam District
Phone: +91 4364 250 758, 250 755

"
https://www.bharattemples.com/iluppaipattu-neelakandeswarar-temple-nagapattinam/,"Iluppaipattu Neelakandeswarar Temple, Nagapattinam
The temple is open from 7.00 a.m. to 11.30 a.m. and from 3.30 p.m. to 8.00 p.m.
10 day Chithirai Brahmotsavam in April-May, Shivrathri in February-March and Tirukarthikai in November-December are the festivals celebrated in the temple. Masi Makam, Panguni Uthiram, Arudra Dharisanam, Aippasi Annabhishekam and Markazhi Utsavam are the other festivals celebrated in this Temple.
For remedy from illness, to achieve promotions in job, people pray in this temple. They pray in the shrine of Lord Shodasalinga to achieve 16 types of wealth. Devotees perform abishek and offer vastras to Lord and Mother.
Parvathi saving Shiva by pressing his Neck:
During the churning of the milk ocean, serpent Vasuki used as the rope, was exhausted and spit its deadly venom. To protect the Devas and the world, Lord Shiva devoured the venom before it started spreading. To protect Shiva from the effect of the poison, Mother Parvathi pressed the neck of the Lord from behind so that the venom did not reach the stomach and made it stay at the neck itself. As Mother Parvathi stopped the poison from mixing with the Nectar, She is praised as Amirtha (nectar) Valli. She has her shrine behind Lord Shiva’s. As Mother Parvathi saved her husband, married women pray in the shrine for the longevity of their husbands and thereby their Mangalsutras. Mother’s left hand points to her feet.
Shiva appeared as Five Lingas to each Pandava Brothers:
Pandavas During their exile, Pandava brothers stayed in this place for some time. They could not get Shivalingas for their worship here. They lit lamps in the Iluppai nuts and worshipped the Lord in meditation. Lord granted darshan to them individually. They prayed to the Lord that he should grace all devotees from this place. He appeared then as five Shivalingas as prayed by the Pandava brothers. Hence, there are five Lingas (Panchalingas) in separates shrines in the temple.
Emperor Nala prayed here for reducing Saturn Effects:
Towards the end of the seven and half year rule of Saturn-Sani Bhagwan in his life, Emperor Nala was visiting Shiva temples.  Before visiting Thirukkadaiyur temple, he came to this temple and felt the impact of the effect of the planet reducing considerably. It is believed that worshipping here would greatly reduce the adverse effect of Sani Bhagwan during such times.
This temple is 16 Kms on the west direction from Vaitheeswaran Kovil by road. It is situated near Manalmedu at Iluppaipattu. Bus facilities are available from Mayiladuthurai and Vaitheeswaran Kovil. From Vaitheeswaran Kovil take the right going to Manalmedu which is about 12 Kilometers and take a right to reach Pazhamanni Padikarai. Ask for Iluppaipattu if you have a doubt. There are about 5 other Paadal Petra Shivasthalams in this route and area, be sure to combine them together.
Sri Neelakandeswarar Temple,
Iluppaipattu, Manalmedu – 609 202,
Mayiladuthurai Taluk,
Nagapattinam District
Mobile: +91-92456 19738

"
